Event	ID	Name			Wwise Object Path	Notes
	65769146	Play_Background_music			\Default Work Unit\Play_Background_music	
	1087172201	StartEngine			\Default Work Unit\StartEngine	
	1129509700	BlockPickup			\Default Work Unit\BlockPickup	
	1970298975	BlockPlacement_wrong			\Default Work Unit\BlockPlacement_wrong	
	2168726175	BlockPlacement_good			\Default Work Unit\BlockPlacement_good	
	2389703494	Boost			\Default Work Unit\Boost	
	2644790697	UI_Move			\Default Work Unit\UI_Move	
	2651855531	Tractor_Impact			\Default Work Unit\Tractor_Impact	
	2687994736	Block_break			\Default Work Unit\Block_break	
	2858266821	UI_Confirmation			\Default Work Unit\UI_Confirmation	
	3181923571	House_complete			\Default Work Unit\House_complete	
	3321968461	Block_rotation			\Default Work Unit\Block_rotation	
	3880659236	Beever_Shout			\Default Work Unit\Beever_Shout	

Switch Group	ID	Name			Wwise Object Path	Notes
	3563163787	HouseStage			\Default Work Unit\HouseStage	

Switch	ID	Name	Switch Group			Notes
	936729720	Stage3	HouseStage			
	936729721	Stage2	HouseStage			
	936729722	Stage1	HouseStage			

Game Parameter	ID	Name			Wwise Object Path	Notes
	1628677964	Tractor_RPM			\Default Work Unit\Tractor_RPM	
	3163037145	Percent_Volume			\Default Work Unit\Percent_Volume	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	470687907	Boost_1	C:\Users\emile\Unity Projects\TropicalPenguinsGlobalGameJam\Wwise-TropicalPengouin\.cache\Windows\SFX\Boost_E9C3DFDE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boost_1		114168
	473451160	UI_Confirmation	C:\Users\emile\Unity Projects\TropicalPenguinsGlobalGameJam\Wwise-TropicalPengouin\.cache\Windows\SFX\Block_placement_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI_Confirmation		6266
	476616975	RewardSound_2	C:\Users\emile\Unity Projects\TropicalPenguinsGlobalGameJam\Wwise-TropicalPengouin\.cache\Windows\SFX\RewardSound_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Reward\RewardSound_2		414604
	491197109	Block_pickup_5	C:\Users\emile\Unity Projects\TropicalPenguinsGlobalGameJam\Wwise-TropicalPengouin\.cache\Windows\SFX\Block_pickup\Block_pickup_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Block_pickup\Block_pickup_5		46496
	496698886	Beever_2	C:\Users\emile\Unity Projects\TropicalPenguinsGlobalGameJam\Wwise-TropicalPengouin\.cache\Windows\SFX\Beever_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\BeaverShout\Beever_2		273164
	663341410	Tractor_engine	C:\Users\emile\Unity Projects\TropicalPenguinsGlobalGameJam\Wwise-TropicalPengouin\.cache\Windows\SFX\Tractor_1_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Tractor_engine		4520488
	699804848	RewardSound_3	C:\Users\emile\Unity Projects\TropicalPenguinsGlobalGameJam\Wwise-TropicalPengouin\.cache\Windows\SFX\RewardSound_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Reward\RewardSound_3		424572
	737340064	Block_pickup_1	C:\Users\emile\Unity Projects\TropicalPenguinsGlobalGameJam\Wwise-TropicalPengouin\.cache\Windows\SFX\Block_pickup\Block_pickup_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Block_pickup\Block_pickup_1		55412
	876659920	Impact_3	C:\Users\emile\Unity Projects\TropicalPenguinsGlobalGameJam\Wwise-TropicalPengouin\.cache\Windows\SFX\Impact_3_25AC6A15.wem		\Actor-Mixer Hierarchy\Default Work Unit\Impacts\Impact_3		112708
	975090587	Block_pickup_6	C:\Users\emile\Unity Projects\TropicalPenguinsGlobalGameJam\Wwise-TropicalPengouin\.cache\Windows\SFX\Block_pickup\Block_pickup_6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Block_pickup\Block_pickup_6		45604
	1071838985	Block_pickup_9	C:\Users\emile\Unity Projects\TropicalPenguinsGlobalGameJam\Wwise-TropicalPengouin\.cache\Windows\SFX\Block_pickup\Block_pickup_9_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Block_pickup\Block_pickup_9		65640

